unlocode,name,municipality,iso_country,lat,lon
USEUD,Eudora,Eudora,US,33.1,-91.25
USEUU,Placida,Placida,US,26.83333,-82.26667
USEV6,Eden,Eden,US,44.7,-72.53333
USEV7,Evendale,Evendale,US,39.25,-84.41667
USEVV,Evansville,Evansville,US,37.96667,-87.55
USEWB,New Bedford-Fall River Apt,New Bedford-Fall River Apt,US,41.676111,-70.956945
USEWG,Clearwater,Clearwater,US,45.41667,-94.05
USEWO,Bellwood,Bellwood,US,40.6,-78.33333
USEWR,Newark,Newark,US,40.73333,-74.16667
USEYW,Key West,Key West,US,24.5548262,-81.8020722
USF2S,Fawnskin,Fawnskin,US,34.26667,-116.93333
USFA2,Felda,Felda,US,26.53333,-81.43333
USFA3,Farmington,Farmington,US,36.66667,-88.51667
USFAI,Fairbanks,Fairbanks,US,64.837845,-147.716675
USFAU,Franklin Furnace,Franklin Furnace,US,38.63333,-82.83333
USFAV,Fall River,Fall River,US,41.7,-71.16667
USFBF,Flagler Beach,Flagler Beach,US,29.46667,-81.11667
USFCC,Forest City,Forest City,US,40.36667,-89.83333
USFCV,Francesville,Francesville,US,40.98333,-86.86667
USFDE,Fredericksburg,Fredericksburg,US,40.6767255,-81.8704168
USFDF,Fairfield,Fairfield,US,35.53333,-76.21667
USFEB,Fernandina Beach,Fernandina Beach,US,30.66667,-81.45
USFEL,Fellsmere,Fellsmere,US,27.76667,-80.6
USFFO,Buffalo,Buffalo,US,38.61667,-81.98333
USFGQ,Farmingville,Farmingville,US,40.81667,-73.01667
USFGX,Fairfield,Fairfield,US,33.58333,-83.81667
USFH2,Fair Haven,Fair Haven,US,40.36667,-74.03333
USFI3,Fiddletown,Fiddletown,US,38.5,-120.75
USFI7,Fleming Island,Fleming Island,US,30.08333,-81.71667
USFIK,Fishkill,Fishkill,US,41.53333,-73.9
USFJY,Deer Park,Deer Park,US,42.15,-88.08333
USFL8,Bal Harbour,Bal Harbour,US,25.88333,-80.11667
USFLL,Fort Lauderdale,Fort Lauderdale,US,26.11667,-80.13333
USFLZ,Florence,Florence,US,38.38333,-105.13333
USFMU,Fairmount,Fairmount,US,34.43333,-84.7
USFMW,"Fairmont, Will","Fairmont, Will",US,41.55,-88.05
USFNB,Freeland,Freeland,US,48,-122.53333
USFNE,Florence,Florence,US,34.78333,-87.66667
USFNF,Frankfort,Frankfort,US,44.63333,-86.23333
USFO9,Forestville,Forestville,US,38.46667,-122.88333
USFOB,Fort Bragg,Fort Bragg,US,39.4436579,-123.8057607
USFOC,Port Fourchon,Port Fourchon,US,29.1,-90.18333
USFPL,Fair Play,Fair Play,US,38.58333,-120.65
USFPO,Freeport,Freeport,US,28.9496782,-95.3461433
USFPR,Fort Pierce,Fort Pierce,US,27.4467056,-80.3256056
USFPT,Fairport Harbor Village,Fairport Harbor Village,US,41.75,-81.26667
USFR6,Four Oaks,Four Oaks,US,35.43333,-78.41667
USFSP,Friendship,Friendship,US,43.98333,-69.33333
USFSQ,Forest Dale,Forest Dale,US,43.81667,-73.05
USFSY,Falls City,Falls City,US,40.05,-95.6
USFTA,Forest Park,Forest Park,US,33.1201226,-91.950409
USFTC,Fort Calhoun,Fort Calhoun,US,41.45,-96.01667
USFTM,Fort Monmouth,Fort Monmouth,US,40.31667,-74.03333
USFU7,Sanford,Sanford,US,43.66667,-84.36667
USFVP,Fairview Park,Fairview Park,US,41.43333,-81.85
USFVR,Fort Recovery,Fort Recovery,US,40.4,-84.76667
USFW2,Floodwood,Floodwood,US,46.93333,-92.9
USFWZ,Green Town,Green Town,US,36.5142289,-91.5423634
USFZZ,Freedom,Freedom,US,40.68333,-80.25
USG2H,Glendale Heights,Glendale Heights,US,41.9,-88.06667
USG44,Garden Valley,Garden Valley,US,38.85,-120.85
USG77,Griswold,Griswold,US,41.58333,-71.91667
USG8Y,Guy,Guy,US,35.31667,-92.33333
USGA7,Garrison,Garrison,US,41.38333,-73.93333
USGAJ,Bagley,Bagley,US,47.51667,-95.4
USGBC,Gibson City,Gibson City,US,40.45,-88.36667
USGBV,Garberville,Garberville,US,40.100569,-123.796139
USGCA,Golconda,Golconda,US,40.95,-117.48333
USGCL,Coolidge,Coolidge,US,31,-83.86667
USGDJ,Guildhall,Guildhall,US,44.56667,-71.56667
USGDR,Gardiner,Gardiner,US,43.7301403,-124.1105965
USGEB,Greenboro,Greenboro,US,43.63333,-75.88333
USGEZ,Gilbertville,Gilbertville,US,42.31667,-72.2
USGG2,Gallatin Gateway,Gallatin Gateway,US,45.6,-111.21667
USGGE,Georgetown,Georgetown,US,33.3738233,-79.2886403
USGHC,Grays Harbor City,Grays Harbor City,US,46.98333,-123.95
USGHE,Ghent,Ghent,US,38.73333,-85.05
USGHN,Grand Haven,Grand Haven,US,43.0630734,-86.2283864
USGID,Gideon,Gideon,US,36.45,-89.91667
USGJQ,Glen Ridge,Glen Ridge,US,40.8,-74.2
USGKX,Glenwood,Glenwood,US,32.1799008,-82.6695802
USGLA,Goldendale,Goldendale,US,45.81667,-120.81667
USGLC,Gloucester City,Gloucester City,US,39.8918622,-75.1161897
USGLH,Greenville,Greenville,US,33.4111051,-91.0635857
USGLO,Gloucester,Gloucester,US,42.6153595,-70.6624608
USGLS,Galveston,Galveston,US,29.3056996,-94.7933252
USGM2,Gypsum,Gypsum,US,39.65,-106.95
USGME,Edgemere,Edgemere,US,39.23333,-76.45
USGNC,Garner,Garner,US,35.7,-78.6
USGNR,Garner,Garner,US,43.1,-93.6
USGNS,"Greenwood, Guernsey","Greenwood, Guernsey",US,39.91667,-81.46667
USGOH,Goshen,Goshen,US,41.85,-73.23333
USGON,New London-Groton Apt,New London-Groton Apt,US,41.33,-72.045
USGOP,Good Hope,Good Hope,US,29.98333,-90.4
USGP2,Gosport,Gosport,US,39.35,-86.66667
USGP4,Greenport,Greenport,US,41.1,-72.36667
USGPT,Gulfport,Gulfport,US,30.3674198,-89.0928155
USGPW,Grosse Point Woods,Grosse Point Woods,US,42.43333,-82.9
USGQJ,Big Stone City,Big Stone City,US,45.28333,-96.45
USGQQ,Galion,Galion,US,40.73333,-82.78333
USGRA,Grand Portage,Grand Portage,US,47.963776,-89.6848121
USGRB,Green Bay,Green Bay,US,44.51667,-88.01667
USGRR,Grand Rapids,Grand Rapids,US,42.9632425,-85.6678639
USGRY,Gramercy,Gramercy,US,30.0474239,-90.6898128
USGSF,Gales Ferry,Gales Ferry,US,41.41667,-72.08333
USGSQ,Gasport,Gasport,US,43.18333,-78.56667
USGT4,Gary,Gary,US,32.01667,-94.36667
USGT9,Gardendale,Gardendale,US,32.01667,-102.36667
USGTG,Grovetown,Grovetown,US,33.45,-82.15
USGUG,Guttenberg,Guttenberg,US,40.78333,-74
USGUM,Gulfmex Lightering Area,Gulfmex Lightering Area,US,27.75,-90.83333
USGVA,Gore,Gore,US,39.25,-78.31667
USGVB,Grover Beach,Grover Beach,US,35.11667,-120.61667
USGVR,Gansevoort,Gansevoort,US,43.18333,-73.65
USGVZ,Gordonville,Gordonville,US,40.01667,-76.13333
USGXH,Sag Harbor,Sag Harbor,US,41.01667,-72.3
USGXR,Gold River,Gold River,US,38.6,-121.26667
USGYY,Gary,Gary,US,41.6020962,-87.3370646
USGZB,Grabill,Grabill,US,41.2,-84.96667
USGZI,Granite City,Granite City,US,38.71667,-90.11667
USH2N,Hancock,Hancock,US,39.7,-78.18333
USH4H,Howland Hook,Howland Hook,US,40.63333,-74.18333
USH8N,Hudson,Hudson,US,41.51667,-85.06667
USH99,Henderson,Henderson,US,44.51667,-93.9
USH9R,Harris,Harris,US,43.43333,-95.41667
USH9S,Walnut Shade,Walnut Shade,US,36.71667,-93.18333
USHA7,Haleiwa,Haleiwa,US,21.58333,-158.1
USHAH,Hahnville,Hahnville,US,29.9765931,-90.4089708
USHB3,Harrisburg,Harrisburg,US,44.26667,-123.16667
USHB4,Harbor Beach,Harbor Beach,US,43.85,-82.65
USHBK,Hoboken,Hoboken,US,40.7433066,-74.0323752
USHCO,Hickory Creek,Hickory Creek,US,33.11667,-97.03333
USHEZ,Natchez,Natchez,US,31.5604076,-91.403171
USHG2,Hastings,Hastings,US,42.63333,-85.28333
USHGU,Huguenot,Huguenot,US,41.41667,-74.63333
USHGW,Huntington Woods,Huntington Woods,US,42.46667,-83.16667
USHH7,Southhaven,Southhaven,US,34.98333,-90.11667
USHHK,Ho-Ho-Kus,Ho-Ho-Kus,US,41,-74.1
USHHT,Harwood Heights,Harwood Heights,US,41.96667,-87.8
USHID,Hidalgo,Hidalgo,US,26.1,-98.26667
USHIF,Hill Air Force Base,Hill Air Force Base,US,41.11667,-111.98333
USHJD,Sugar City,Sugar City,US,43.86667,-111.73333
USHJS,Harbor Island,Harbor Island,US,27.9383866,-82.4517415
USHKG,"Hickory Grove, York","Hickory Grove, York",US,34.98333,-81.41667
USHL5,Havelock,Havelock,US,34.88333,-76.91667
USHLJ,Halls,Halls,US,36.13333,-88.16667
USHLM,Holland,Holland,US,42.78333,-86.1
USHM3,Hickman,Hickman,US,36.56667,-89.18333
USHM4,Herculaneum,Herculaneum,US,38.26667,-90.38333
USHM7,Hamilton,Hamilton,US,35.93333,-77.2
USHMR,Hamer,Hamer,US,43.91667,-112.2
USHN9,Huron,Huron,US,37.71667,-93.35
USHNL,Honolulu,Honolulu,US,21.3,-157.85
USHNS,Haines,Haines,US,59.2358333,-135.445
USHO7,Hooper,Hooper,US,41.15,-112.11667
USHOM,Homer,Homer,US,59.6454064,-151.5445643
USHOR,Homer,Homer,US,42.63333,-76.16667
USHOU,Houston,Houston,US,29.75,-95.35
USHPY,Baytown,Baytown,US,29.7355047,-94.9774274
USHQ2,Cold Spring Harbor,Cold Spring Harbor,US,40.86667,-73.45
USHQJ,Washington,Washington,US,30.6163073,-92.057063
USHR3,Hampton Roads Pt,Hampton Roads Pt,US,36.96667,-76.35
USHR4,Hector,Hector,US,42.5,-76.86667
USHR5,Hilger,Hilger,US,47.25,-109.35
USHRM,Hollister,Hollister,US,36.61667,-93.2
USHRQ,High Ridge,High Ridge,US,38.45,-90.53333
USHS2,Hackensack,Hackensack,US,46.93333,-94.51667
USHS3,Harbor Springs,Harbor Springs,US,45.43333,-84.98333
USHS6,Hallstead,Hallstead,US,41.96667,-75.75
USHSF,Hudson,Hudson,US,28.35,-82.7
USHU8,House Springs,House Springs,US,38.4,-90.56667
USHV2,Hughesville,Hughesville,US,41.28333,-76.71667
USHVG,Highland Village,Highland Village,US,33.091788,-97.0466759
USHVN,New Haven,New Haven,US,41.3082138,-72.9250518
USHWJ,Black Hawk,Black Hawk,US,39.78333,-105.48333
USHWN,Hagerstown,Hagerstown,US,39.9,-85.16667
USHWX,Hewlett,Hewlett,US,40.65,-73.68333
USHXD,Cumberland,Cumberland,US,36.96667,-82.98333
USHXF,Hungerford,Hungerford,US,29.4,-96.08333
USHXG,Hardinsburg,Hardinsburg,US,37.7800592,-86.4605337
USHXK,Haiku,Haiku,US,20.91667,-156.31667
USHXU,Hercules,Hercules,US,38.01667,-122.28333
USHZA,Saint Henry,Saint Henry,US,40.41667,-84.63333
USHZZ,Hawesville,Hawesville,US,37.9,-86.75
USIA2,Manning,Manning,US,41.9,-95.05
USIA3,Onawa,Onawa,US,42.01667,-96.08333
USIAB,Addison,Addison,US,44.61667,-67.75
USIAM,Miamisburg,Miamisburg,US,39.63333,-84.28333
USICH,Nicholls,Nicholls,US,31.51667,-82.63333
USIEG,Ingleside,Ingleside,US,42.36667,-88.13333
USIFL,Island Falls,Island Falls,US,46,-68.26667
USIFT,Clifton,Clifton,US,35.38333,-87.98333
USIGS,Big Stone,Big Stone,US,38.98333,-75.31667
USIIM,Williamston,Williamston,US,42.68333,-84.28333
USIIW,Williams,Williams,US,39.15,-122.15
USIJM,Benton City,Benton City,US,46.25,-119.48333
USILG,Wilmington,Wilmington,US,39.7459468,-75.546589
USILM,Wilmington,Wilmington,US,34.21667,-77.93333
USILW,Eleanor,Eleanor,US,38.53333,-81.93333
USINL,International Falls,International Falls,US,48.601033,-93.4105904
USINV,Madisonville,Madisonville,US,30.4,-90.16667
USINX,Mosinee,Mosinee,US,44.78333,-89.7
USIO2,Indian Orchard,Indian Orchard,US,42.1593462,-72.5017492
USIOA,Arion,Arion,US,41.95,-95.46667
USIOH,South Willamsport,South Willamsport,US,41.23333,-77
USIOR,Samoa,Samoa,US,40.78333,-124.2
USIPR,Millport,Millport,US,33.55,-88.06667
USIPX,Ship Island,Ship Island,US,30.2,-88.95
USIR2,Indian River City,Indian River City,US,28.56667,-80.8
USIS3,City Island,City Island,US,40.83333,-73.78333
USITN,Smithton,Smithton,US,40.15,-79.73333
USITO,Hilo,Hilo,US,19.7073734,-155.08158
USITV,Pittsville,Pittsville,US,44.43333,-90.11667
USIUH,Clendenin,Clendenin,US,38.48333,-81.33333
USIUK,Iuka,Iuka,US,34.8,-88.18333
USIVA,Isle,Isle,US,46.13333,-93.48333
USIVG,Incline Village,Incline Village,US,39.25,-119.98333
USIVK,Irvine,Irvine,US,37.68333,-83.96667
USIWO,Birchwood,Birchwood,US,45.66667,-91.55
USIYH,Miami Beach,Miami Beach,US,25.78333,-80.13333
USIZK,Renick,Renick,US,39.3428148,-92.4137908
USJ3C,Jacksonville,Jacksonville,US,42.3,-122.95
USJA2,Jamaica,Jamaica,US,37.7,-76.68333
USJAM,Jackman,Jackman,US,45.61667,-70.23333
USJAX,Jacksonville,Jacksonville,US,30.3262247,-81.6579179
USJAY,Jay,Jay,US,44.5,-70.21667
USJBG,Johnsburg,Johnsburg,US,42.38333,-88.25
USJBK,Berkeley,Berkeley,US,37.8708393,-122.272863
USJCQ,Warrensburg,Warrensburg,US,39.91667,-89.05
USJCX,Jacinto City,Jacinto City,US,29.76667,-95.23333
USJDT,Port Laudania,Port Laudania,US,26.05,-80.11667
USJE2,Jefferson Hills,Jefferson Hills,US,40.28333,-79.91667
USJE7,Renville,Renville,US,44.78333,-95.2
USJEC,Jersey City,Jersey City,US,40.7215682,-74.047455
USJFZ,Jefferson,Jefferson,US,36.41667,-81.46667
USJHO,District Heights,District Heights,US,38.85,-76.88333
USJJQ,Meadows of Dan,Meadows of Dan,US,36.73333,-80.38333
USJKF,Jakolof Bay,Jakolof Bay,US,59.45,-151.51667
USJMB,Jamesburg,Jamesburg,US,40.35,-74.43333
USJMC,Sausalito,Sausalito,US,37.8590272,-122.485469
USJMX,Climax,Climax,US,37.7197539,-96.2233333
USJNP,Newport Beach,Newport Beach,US,33.61667,-117.91667
USJNU,Juneau,Juneau,US,58.3019613,-134.4196751
USJO4,Saint Johns,Saint Johns,US,34.5058698,-109.360932
USJOA,Johnson,Johnson,US,36.13333,-94.16667
USJON,Jonesport,Jonesport,US,44.51667,-67.61667
USJPY,Jamesport,Jamesport,US,40.95,-72.58333
USJQJ,Santa Rosa Beach,Santa Rosa Beach,US,30.4,-86.23333
USJQK,Jacksboro,Jacksboro,US,36.31667,-84.18333
USJQQ,Concord,Concord,US,32.13333,-84.36667
USJS3,Jackson,Jackson,US,37.55,-83.36667
USJSA,Judsonia,Judsonia,US,35.26667,-91.63333
USJSY,Saint James City,Saint James City,US,26.48333,-82.08333
USJUK,Jenks,Jenks,US,36.01667,-95.96667
USJUY,Pembroke,Pembroke,US,43.13333,-71.45
USJVL,Janesville,Janesville,US,42.66667,-89.01667
USJWQ,West Milton,West Milton,US,39.95,-84.31667
USJWY,Frenchtown,Frenchtown,US,40.51667,-75.05
USJYR,Argyle,Argyle,US,43.2378488,-73.4912162
USK99,Knob Noster,Knob Noster,US,38.76667,-93.55
USKA7,Kailua,Kailua,US,21.4,-157.73333
USKAB,Kiska Harbour,Kiska Harbour,US,51.96667,177.56667
USKAG,Kaguyak,Kaguyak,US,56.86667,-153.78333
USKAJ,Land O'Lakes,Land O'Lakes,US,28.21667,-82.45
USKAY,Kaysville,Kaysville,US,41.03333,-111.93333
USKCK,Kansas City,Kansas City,US,39.1134562,-94.626497
USKDC,John F Kennedy Space Center/Cape Canaveral,John F Kennedy Space Center/Cape Canaveral,US,28.66667,-80.7
USKE7,Kenwood,Kenwood,US,38.4,-122.53333
USKGM,Kings Mills,Kings Mills,US,39.35,-84.25
USKHB,Keego Harbor,Keego Harbor,US,42.6,-83.33333
USKHW,Eleele,Eleele,US,21.91667,-159.58333
USKIH,Kihei,Kihei,US,20.78333,-156.45
USKIS,Kiska Island,Kiska Island,US,51.95,177.55
USKJH,Washington,Washington,US,41.65,-73.31667
USKKV,Miami River,Miami River,US,25.76667,-80.18333
USKL9,Kahuku,Kahuku,US,21.66667,-157.95
USKLS,Kelso,Kelso,US,46.1421249,-122.905299
USKMR,Kenmore,Kenmore,US,42.95,-78.86667
USKPP,Koppel,Koppel,US,40.83333,-80.31667
USKQC,Cheshire,Cheshire,US,38.95,-82.11667
USKSH,Hooksett,Hooksett,US,43.1,-71.46667
USKTN,Ketchikan,Ketchikan,US,55.3430696,-131.6466819
USKTT,Kitty Hawk,Kitty Hawk,US,36.06667,-75.7
USKTZ,Keota,Keota,US,35.16667,-94.91667
USKU4,Kendall Park,Kendall Park,US,40.41667,-74.55
USKUB,Kuluk Bay,Kuluk Bay,US,51.86667,-176.56667
USKW2,Konawa,Konawa,US,34.96667,-96.75
USKW7,Kawkawlin,Kawkawlin,US,43.65,-83.93333
USKWM,King William,King William,US,37.68333,-77
USKWU,Kewaunee,Kewaunee,US,44.45,-87.5
USKXK,Kittery,Kittery,US,43.08333,-70.73333
USKYP,Keyport,Keyport,US,47.7,-122.61667
USL2D,Little Deer Isle,Little Deer Isle,US,44.28333,-68.68333
USL2P,Lighthouse Point,Lighthouse Point,US,26.26667,-80.08333
USL3Y,West Grove,West Grove,US,39.81667,-75.81667
USL54,Lanesville,Lanesville,US,38.23333,-85.98333
USL55,Collegeville,Collegeville,US,37.9,-121.13333
USL5A,Lagunitas,Lagunitas,US,38,-122.7
USL99,Centerville,Centerville,US,39.8,-84.98333
USL9G,LaGrange,LaGrange,US,33.03333,-85.01667
USL9K,Longboat Key,Longboat Key,US,27.4,-82.65
USLA2,Lake Arrowhead,Lake Arrowhead,US,34.25,-117.18333
USLAT,Los Alamitos,Los Alamitos,US,33.8,-118.06667
USLAX,Los Angeles,Los Angeles,US,34.05,-118.25
USLB2,Lubec,Lubec,US,44.85,-66.98333
USLB9,Lansdowne-Baltimore,Lansdowne-Baltimore,US,39.23333,-76.65
USLBQ,Calabash,Calabash,US,33.88333,-78.56667
USLC2,Loup City,Loup City,US,41.28333,-98.96667
USLCF,Leitchfield,Leitchfield,US,37.46667,-86.28333
USLCH,Lake Charles,Lake Charles,US,30.2305095,-93.2169807
USLCJ,Long Branch,Long Branch,US,40.3,-74
USLDK,Baldwin,Baldwin,US,29.83333,-91.55
USLDM,Ludington,Ludington,US,43.9555406,-86.4477416
USLE3,Lake Elsinore,Lake Elsinore,US,33.66667,-117.33333
USLEQ,Lewis Center,Lewis Center,US,40.18333,-83
USLG2,Lake George,Lake George,US,43.43333,-73.71667
USLGB,Long Beach,Long Beach,US,33.76667,-118.18333
USLGK,La Grange,La Grange,US,40.05,-91.5
USLGZ,La Grange Highlands,La Grange Highlands,US,41.7815369,-87.8913307
USLH7,Lenard Harbour,Lenard Harbour,US,55.11667,-162.41667
USLHK,Little Hocking,Little Hocking,US,39.25,-81.7
USLIB,Liberty,Liberty,US,39.23333,-94.41667
USLIZ,Limestone,Limestone,US,46.9,-67.81667
USLLB,Lino Lakes,Lino Lakes,US,45.15,-93.13333
USLLC,Leland,Leland,US,34.25,-78.03333
USLLJ,Gordonville,Gordonville,US,36.83333,-87.01667
USLLM,Stillmore,Stillmore,US,32.43333,-82.2
USLLU,Los Lunas,Los Lunas,US,34.8,-106.71667
USLMY,Lemay,Lemay,US,38.53333,-90.26667
USLN5,Linnton,Linnton,US,45.6,-122.78333
USLO7,Lodi,Lodi,US,42.6,-76.81667
USLO8,Louisiana Offshore Oil Port (Loop),Louisiana Offshore Oil Port (Loop),US,28.88333,-90.01667
USLO9,Loop Terminal,Loop Terminal,US,28.88333,-90.01667
USLOG,Longview,Longview,US,46.1377048,-122.934462
USLOR,Lorain,Lorain,US,41.4673238,-82.1781904
USLP2,Lupton,Lupton,US,44.41667,-84.01667
USLPQ,Lake Park,Lake Park,US,26.8,-80.06667
USLR3,Little River,Little River,US,33.86667,-78.61667
USLRC,Long Reach,Long Reach,US,39.48333,-81.08333
USLRP,Lake Orion,Lake Orion,US,42.78333,-83.23333
USLS4,Lakeshore,Lakeshore,US,40.88333,-122.38333
USLTG,Little Genesee,Little Genesee,US,42.01667,-78.2
USLTZ,Lutz,Lutz,US,28.15,-82.45
USLU7,Lake Huntington,Lake Huntington,US,41.68333,-74.98333
USLU8,Port Of South Louisiana,Port Of South Louisiana,US,30.05,-90.5
USLUF,Blue Earth,Blue Earth,US,43.63333,-94.1
USLUI,Louisville,Louisville,US,38.23333,-85.76667
USLUU,Le Sueur,Le Sueur,US,44.45,-93.9
USLVU,Lawrenceburg,Lawrenceburg,US,39.090891,-84.8499504
USLW5,Lawton,Lawton,US,42.16667,-85.83333
USLWD,Lewisport,Lewisport,US,37.93333,-86.9
USLWE,Lawrence,Lawrence,US,40.61667,-73.71667
USLWM,Lawrence,Lawrence,US,42.7070354,-71.1631137
USLWY,Lowell,Lowell,US,36.25,-94.11667
USLX8,Spillville,Spillville,US,43.2,-91.95
USLXQ,Llano,Llano,US,34.5,-117.81667
USLXW,Blawnox,Blawnox,US,40.5,-79.86667
USLYM,Lynn Haven,Lynn Haven,US,30.23333,-85.65
USLYR,Lyerly,Lyerly,US,34.4,-85.4
USLZC,Lancaster,Lancaster,US,48.85,-96.81667
USLZV,Landing,Landing,US,40.9,-74.65
USM2B,Milburn,Milburn,US,34.23333,-96.53333
USM2P,Midway Park,Midway Park,US,34.71667,-77.33333
USM2S,Osceola,Osceola,US,38.05,-93.7
USM44,Middletown,Middletown,US,39.43333,-77.53333
USM47,Molena,Molena,US,33.01667,-84.5
USM4I,Miami Shores,Miami Shores,US,25.85,-80.18333
USM4U,Turners Falls,Turners Falls,US,42.58333,-72.55
USM4X,Monroe,Monroe,US,44.25,-72.05
USM5V,Morrisonville,Morrisonville,US,39.41667,-89.45
USM8N,Mendon,Mendon,US,42.98333,-77.5
USM9O,Monmouth Beach,Monmouth Beach,US,40.31667,-73.96667
USMAH,Marcus Hook,Marcus Hook,US,39.81667,-75.41667
USMCD,Mackinac Island,Mackinac Island,US,45.84907,-84.6198572
USMCR,Manchester,Manchester,US,47.55,-122.53333
USMD5,Meredith,Meredith,US,43.66667,-71.5
USMEM,Memphis,Memphis,US,35.1460249,-90.0517638
USMES,Minneapolis,Minneapolis,US,44.9772995,-93.2654692
USMF6,McFarland,McFarland,US,43.01667,-89.3
USMG5,Malaga,Malaga,US,47.35,-120.18333
USMGF,Melvindale,Melvindale,US,42.26667,-83.16667
USMGQ,Mount Gilead,Mount Gilead,US,35.2,-80
USMH2,Marblehead,Marblehead,US,42.5,-70.85
USMH8,Manhasset,Manhasset,US,40.8,-73.7
USMI3,Calcite,Calcite,US,45.4,-83.78333
USMIA,Miami,Miami,US,25.7741566,-80.1935973
USMKC,Kansas City,Kansas City,US,39.1,-94.56667
USMKE,Milwaukee,Milwaukee,US,43.0386475,-87.9090751
USMKG,Muskegon,Muskegon,US,43.21667,-86.23333
USMKI,Mukilteo,Mukilteo,US,47.95,-122.3
USMKJ,McKees Rocks,McKees Rocks,US,40.45,-80.05
USMKW,Mill Creek,Mill Creek,US,47.85,-122.2
USMKZ,Mukwonago,Mukwonago,US,42.86667,-88.33333
USMN5,Menemsha,Menemsha,US,41.35,-70.76667
USMNH,Manhattan/New York,Manhattan/New York,US,40.78333,-73.96667
USMOB,Mobile,Mobile,US,30.6913462,-88.0437509
USMP2,Mauckport,Mauckport,US,38.01667,-86.2
USMP5,Machesney Park,Machesney Park,US,42.33333,-89.05
USMP7,Mediapolis,Mediapolis,US,41,-91.15
USMPP,Morgans Point,Morgans Point,US,29.676389,-94.999444
USMR2,Marseilles,Marseilles,US,41.31667,-88.7
USMRH,Morehead City,Morehead City,US,34.7229391,-76.7260436
USMRQ,Milford,Milford,US,39.16667,-84.28333
USMRT,Morristown,Morristown,US,44.586555,-75.648422
USMS6,Mims,Mims,US,28.66667,-80.85
USMSY,New Orleans,New Orleans,US,29.9561422,-90.0733934
USMT5,Milton,Milton,US,44.63333,-73.11667
USMT6,Mentone,Mentone,US,34.56667,-85.58333
USMTK,Mount Carmel,Mount Carmel,US,40.78333,-76.4
USMTM,Metlakatla,Metlakatla,US,55.1264094,-131.57846
USMTW,Manitowoc,Manitowoc,US,44.0886059,-87.6575841
USMU4,Mountain,Mountain,US,45.18333,-88.46667
USMW3,Moscow,Moscow,US,41.55,-91.1
USMW4,Millwood,Millwood,US,38.88333,-81.86667
USMXP,Meraux,Meraux,US,29.91667,-89.93333
USMY3,Monterey,Monterey,US,36.6,-121.9
USMY6,Mayo,Mayo,US,35.08333,-81.85
USMYC,Mystic,Mystic,US,41.35,-71.95
USMYG,Myrtle Grove,Myrtle Grove,US,29.9343705,-89.9339562
USN2R,North Houston,North Houston,US,29.91667,-95.5
USN3E,Goehner,Goehner,US,40.81667,-97.21667
USN4B,North Beach,North Beach,US,38.7,-76.51667
USN5B,Niobrara,Niobrara,US,42.75,-98.01667
USN5T,New Tripoli,New Tripoli,US,40.66667,-75.75
USN8P,Neponset,Neponset,US,41.28333,-89.78333
USN99,North Bay Village,North Bay Village,US,25.83333,-80.15
USNAK,Natick,Natick,US,42.28333,-71.35
USNAU,North Augusta,North Augusta,US,33.46667,-81.98333
USNB4,Neets Bay,Neets Bay,US,55.78333,-131.6
USNBD,New Bedford,New Bedford,US,41.63333,-70.93333
USNBL,New Bloomfield,New Bloomfield,US,38.71667,-92.08333
USNCM,Norco,Norco,US,29.9990924,-90.4123042
USNCX,Norcross,Norcross,US,37.35,-80.7
USNCY,New Caney,New Caney,US,30.15,-95.2
USNDA,Neodesha,Neodesha,US,37.41667,-95.66667
USNDB,North Dartmouth,North Dartmouth,US,41.63333,-70.96667
USNE5,Shelby,Shelby,US,41.18333,-97.41667
USNED,New London,New London,US,41.08333,-82.4
USNEJ,Necedah,Necedah,US,44.03333,-90.06667
USNEW,Destrehan,Destrehan,US,29.960933,-90.3705407
USNFE,Newfane,Newfane,US,43.28333,-78.71667
USNFR,New Freedom,New Freedom,US,39.73333,-76.7
USNGZ,Alameda,Alameda,US,37.7652076,-122.241635
USNH2,New Haven,New Haven,US,38.6,-91.21667
USNHM,Northampton,Northampton,US,42.33333,-72.63333
USNHN,New Hudson,New Hudson,US,42.5,-83.6
USNHQ,North Hartland,North Hartland,US,43.58333,-72.35
USNI2,Norman,Norman,US,38.95,-86.26667
USNIJ,Nawiliwili,Nawiliwili,US,21.96667,-159.36667
USNIX,Nixon,Nixon,US,41.93333,-76.13333
USNJF,Fairton,Fairton,US,39.36667,-75.21667
USNJQ,Terrebonne,Terrebonne,US,44.35,-121.16667
USNK3,Noank,Noank,US,41.3256953,-71.9877692
USNKO,Anadarko,Anadarko,US,35.06667,-98.23333
USNLI,New Lisbon,New Lisbon,US,43.86667,-90.15
USNM2,New Martinsville,New Martinsville,US,39.63333,-80.86667
USNMA,Marshall,Marshall,US,35.78333,-82.68333
USNMH,Champlin,Champlin,US,45.18333,-93.38333
USNNS,Newport News,Newport News,US,36.96667,-76.41667
USNOQ,Nelsonia,Nelsonia,US,37.81667,-75.58333
USNOW,Norwell,Norwell,US,42.15,-70.78333
USNOZ,Newport,Newport,US,44.83333,-69.28333
USNP7,New Enterprise,New Enterprise,US,40.16667,-78.4
USNPC,Neptune City,Neptune City,US,40.2,-74.01667
USNPO,Newport,Newport,US,44.63333,-124.05
